month, format: day,hour,forecast,일최고기온,6시간강수량,하늘상태,풍속,강수확률,풍향,6시간적설,일최저기온,습도,강수형태,3시간기온
12, 3,1400.0,22.0,1.0,,1.0,4.0,0.0,306.0,,,35.0,0.0,1.0
12, 3,1400.0,25.0,1.0,0.0,1.0,2.5,0.0,304.0,0.0,,40.0,0.0,1.0
12, 3,1400.0,28.0,-1.0,,1.0,2.9,0.0,301.0,,,40.0,0.0,-1.0
12, 3,1400.0,31.0,-2.0,0.0,1.0,1.7,0.0,303.0,0.0,,35.0,0.0,-2.0
12, 3,1400.0,34.0,-1.0,,1.0,1.8,0.0,313.0,,,25.0,0.0,-1.0
12, 3,1400.0,37.0,3.0,0.0,1.0,4.5,0.0,307.0,0.0,,25.0,0.0,3.0
12, 3,1400.0,40.0,4.0,,1.0,3.5,0.0,295.0,,,25.0,0.0,4.0
12, 3,1400.0,43.0,1.0,0.0,1.0,2.2,0.0,286.0,0.0,,35.0,0.0,1.0
12, 3,1400.0,46.0,0.0,,1.0,0.6,0.0,321.0,,,45.0,0.0,0.0
12, 3,1400.0,49.0,0.0,0.0,1.0,0.9,0.0,297.0,0.0,,55.0,0.0,0.0
12, 3,1700.0,4.0,6.0,0.0,4.0,0.8,30.0,293.0,0.0,5.0,75.0,0.0,6.0
12, 3,1700.0,7.0,8.0,,4.0,1.3,30.0,318.0,,-3.0,70.0,0.0,8.0
12, 3,1700.0,10.0,9.0,0.0,2.0,2.3,10.0,311.0,0.0,,55.0,0.0,9.0
12, 3,1700.0,13.0,8.0,,2.0,3.2,10.0,304.0,,,20.0,0.0,8.0
12, 3,1700.0,16.0,4.0,0.0,1.0,3.1,0.0,295.0,0.0,,25.0,0.0,4.0
12, 3,1700.0,19.0,1.0,,1.0,2.6,0.0,306.0,,,35.0,0.0,1.0
12, 3,1700.0,22.0,1.0,0.0,1.0,2.5,0.0,304.0,0.0,,40.0,0.0,1.0
12, 3,1700.0,25.0,-1.0,,1.0,2.9,0.0,301.0,,,40.0,0.0,-1.0
12, 3,1700.0,28.0,-2.0,0.0,1.0,1.7,0.0,303.0,0.0,,35.0,0.0,-2.0
12, 3,1700.0,31.0,-1.0,,1.0,1.8,0.0,313.0,,,25.0,0.0,-1.0
12, 3,1700.0,34.0,3.0,0.0,1.0,3.1,0.0,307.0,0.0,,25.0,0.0,3.0
12, 3,1700.0,37.0,4.0,,1.0,3.5,0.0,295.0,,,25.0,0.0,4.0
12, 3,1700.0,40.0,1.0,0.0,1.0,2.2,0.0,286.0,0.0,,35.0,0.0,1.0
12, 3,1700.0,43.0,0.0,,1.0,0.6,0.0,321.0,,,45.0,0.0,0.0
12, 3,1700.0,46.0,0.0,0.0,1.0,0.9,0.0,297.0,0.0,,55.0,0.0,0.0
12, 3,2000.0,4.0,8.0,,3.0,1.1,20.0,326.0,,-3.0,70.0,0.0,8.0
12, 3,2000.0,7.0,9.0,0.0,2.0,1.7,10.0,310.0,0.0,-1.0,50.0,0.0,9.0
12, 3,2000.0,10.0,8.0,,2.0,3.8,10.0,303.0,,,25.0,0.0,8.0
12, 3,2000.0,13.0,4.0,0.0,1.0,3.8,0.0,300.0,0.0,,30.0,0.0,4.0
12, 3,2000.0,16.0,1.0,,1.0,4.5,0.0,301.0,,,35.0,0.0,1.0
12, 3,2000.0,19.0,0.0,0.0,1.0,5.0,0.0,302.0,0.0,,40.0,0.0,0.0
12, 3,2000.0,22.0,-1.0,,1.0,5.0,0.0,297.0,,,40.0,0.0,-1.0
12, 3,2000.0,25.0,-2.0,0.0,1.0,1.7,0.0,294.0,0.0,,35.0,0.0,-2.0
12, 3,2000.0,28.0,-1.0,,1.0,4.5,0.0,310.0,,,25.0,0.0,-1.0
12, 3,2000.0,31.0,2.0,0.0,1.0,3.5,0.0,306.0,0.0,,20.0,0.0,2.0
12, 3,2000.0,34.0,3.0,,1.0,3.4,0.0,296.0,,,25.0,0.0,3.0
12, 3,2000.0,37.0,1.0,0.0,1.0,2.0,0.0,303.0,0.0,,35.0,0.0,1.0
12, 3,2000.0,40.0,0.0,,1.0,0.8,0.0,310.0,,,50.0,0.0,0.0
12, 3,2000.0,43.0,-1.0,0.0,1.0,1.2,0.0,301.0,0.0,,55.0,0.0,-1.0
12, 3,2000.0,46.0,-1.0,,1.0,1.0,0.0,281.0,,,60.0,0.0,-1.0
12, 3,2000.0,49.0,-1.0,0.0,1.0,1.3,0.0,293.0,0.0,,65.0,0.0,-1.0
12, 3,2000.0,52.0,2.0,,1.0,1.6,0.0,330.0,,,55.0,0.0,2.0
12, 3,2000.0,55.0,7.0,0.0,1.0,2.4,0.0,292.0,0.0,,45.0,0.0,7.0
12, 3,2000.0,58.0,8.0,,1.0,2.4,0.0,298.0,,,40.0,0.0,8.0
12, 3,2000.0,61.0,6.0,0.0,1.0,1.7,0.0,242.0,0.0,,50.0,0.0,6.0
12, 3,2000.0,64.0,4.0,,1.0,1.2,0.0,284.0,,,65.0,0.0,4.0
12, 3,2000.0,67.0,3.0,0.0,1.0,1.6,0.0,305.0,0.0,,65.0,0.0,3.0
12, 3,2300.0,4.0,9.0,0.0,2.0,1.7,10.0,310.0,0.0,-3.0,50.0,0.0,9.0
12, 3,2300.0,7.0,8.0,,2.0,3.8,10.0,303.0,,-1.0,25.0,0.0,8.0
12, 3,2300.0,10.0,4.0,0.0,1.0,3.8,0.0,300.0,0.0,,30.0,0.0,4.0
12, 3,2300.0,13.0,1.0,,1.0,4.5,0.0,301.0,,,35.0,0.0,1.0
12, 3,2300.0,16.0,0.0,0.0,1.0,5.0,0.0,302.0,0.0,,40.0,0.0,0.0
12, 3,2300.0,19.0,-1.0,,1.0,5.0,0.0,297.0,,,40.0,0.0,-1.0
12, 3,2300.0,22.0,-2.0,0.0,1.0,1.7,0.0,294.0,0.0,,35.0,0.0,-2.0
12, 3,2300.0,25.0,-1.0,,1.0,4.5,0.0,310.0,,,25.0,0.0,-1.0
12, 3,2300.0,28.0,2.0,0.0,1.0,3.5,0.0,306.0,0.0,,20.0,0.0,2.0
12, 3,2300.0,31.0,3.0,,1.0,3.4,0.0,296.0,,,25.0,0.0,3.0
12, 3,2300.0,34.0,1.0,0.0,1.0,2.0,0.0,303.0,0.0,,35.0,0.0,1.0
12, 3,2300.0,37.0,0.0,,1.0,0.8,0.0,310.0,,,50.0,0.0,0.0
12, 3,2300.0,40.0,-1.0,0.0,1.0,1.2,0.0,301.0,0.0,,55.0,0.0,-1.0
12, 3,2300.0,43.0,-1.0,,1.0,1.0,0.0,281.0,,,60.0,0.0,-1.0
12, 3,2300.0,46.0,-1.0,0.0,1.0,1.3,0.0,293.0,0.0,,65.0,0.0,-1.0
12, 3,2300.0,49.0,2.0,,1.0,1.6,0.0,330.0,,,55.0,0.0,2.0
12, 3,2300.0,52.0,7.0,0.0,1.0,2.4,0.0,292.0,0.0,,45.0,0.0,7.0
12, 3,2300.0,55.0,8.0,,1.0,2.4,0.0,298.0,,,40.0,0.0,8.0
12, 3,2300.0,58.0,6.0,0.0,1.0,1.7,0.0,242.0,0.0,,50.0,0.0,6.0
12, 3,2300.0,61.0,4.0,,1.0,1.2,0.0,284.0,,,65.0,0.0,4.0
12, 3,2300.0,64.0,3.0,0.0,1.0,1.6,0.0,305.0,0.0,,65.0,0.0,3.0
12, 30,200.0,4.0,10.0,,3.0,2.7,20.0,214.0,,4.0,50.0,0.0,10.0
12, 30,200.0,7.0,8.0,0.0,4.0,2.4,30.0,235.0,0.0,-2.0,65.0,0.0,8.0
12, 30,200.0,10.0,6.0,,4.0,1.2,30.0,270.0,,,70.0,0.0,6.0
12, 30,200.0,13.0,5.0,0.0,4.0,5.0,30.0,281.0,0.0,,70.0,0.0,5.0
12, 30,200.0,16.0,5.0,,4.0,6.5,30.0,306.0,,,70.0,0.0,5.0
12, 30,200.0,19.0,5.0,5.0,4.0,1.1,60.0,360.0,0.0,,70.0,1.0,5.0
12, 30,200.0,22.0,5.0,,3.0,1.6,20.0,297.0,,,55.0,0.0,5.0
12, 30,200.0,25.0,7.0,0.0,2.0,7.1,10.0,310.0,0.0,,30.0,0.0,7.0
12, 30,200.0,28.0,7.0,,1.0,3.8,0.0,302.0,,,25.0,0.0,7.0
12, 30,200.0,31.0,4.0,0.0,1.0,5.3,0.0,293.0,0.0,,25.0,0.0,4.0
12, 30,200.0,34.0,2.0,,1.0,3.9,0.0,282.0,,,35.0,0.0,2.0
12, 30,200.0,37.0,0.0,0.0,1.0,4.0,0.0,300.0,0.0,,40.0,0.0,0.0
12, 30,200.0,40.0,0.0,,1.0,5.4,0.0,302.0,,,40.0,0.0,0.0
12, 30,200.0,43.0,0.0,0.0,1.0,3.3,0.0,305.0,0.0,,45.0,0.0,0.0
12, 30,200.0,46.0,1.0,,1.0,7.1,0.0,308.0,,,40.0,0.0,1.0
12, 30,200.0,49.0,4.0,0.0,1.0,6.6,0.0,309.0,0.0,,20.0,0.0,4.0
12, 30,200.0,52.0,5.0,,1.0,3.5,0.0,303.0,,,15.0,0.0,5.0
12, 30,200.0,55.0,2.0,0.0,1.0,5.0,0.0,288.0,0.0,,20.0,0.0,2.0
12, 30,200.0,58.0,0.0,,1.0,5.1,0.0,306.0,,,30.0,0.0,0.0
12, 30,200.0,61.0,0.0,0.0,1.0,2.3,0.0,315.0,0.0,,35.0,0.0,0.0
12, 30,500.0,4.0,8.0,0.0,4.0,2.4,30.0,235.0,0.0,4.0,65.0,0.0,8.0
12, 30,500.0,7.0,6.0,,4.0,1.2,30.0,270.0,,-2.0,70.0,0.0,6.0
12, 30,500.0,10.0,5.0,0.0,4.0,5.0,30.0,281.0,0.0,,70.0,0.0,5.0
12, 30,500.0,13.0,5.0,,4.0,6.5,30.0,306.0,,,70.0,0.0,5.0
12, 30,500.0,16.0,5.0,5.0,4.0,1.1,60.0,360.0,0.0,,70.0,1.0,5.0
12, 30,500.0,19.0,5.0,,3.0,1.6,20.0,297.0,,,55.0,0.0,5.0
12, 30,500.0,22.0,7.0,0.0,2.0,7.1,10.0,310.0,0.0,,30.0,0.0,7.0
12, 30,500.0,25.0,7.0,,1.0,3.8,0.0,302.0,,,25.0,0.0,7.0
12, 30,500.0,28.0,4.0,0.0,1.0,5.3,0.0,293.0,0.0,,25.0,0.0,4.0
12, 30,500.0,31.0,2.0,,1.0,3.9,0.0,282.0,,,35.0,0.0,2.0
12, 30,500.0,34.0,0.0,0.0,1.0,4.0,0.0,300.0,0.0,,40.0,0.0,0.0
12, 30,500.0,37.0,0.0,,1.0,5.4,0.0,302.0,,,40.0,0.0,0.0
12, 30,500.0,40.0,0.0,0.0,1.0,3.3,0.0,305.0,0.0,,45.0,0.0,0.0
12, 30,500.0,43.0,1.0,,1.0,7.1,0.0,308.0,,,40.0,0.0,1.0
12, 30,500.0,46.0,4.0,0.0,1.0,6.6,0.0,309.0,0.0,,20.0,0.0,4.0
12, 30,500.0,49.0,5.0,,1.0,3.5,0.0,303.0,,,15.0,0.0,5.0
12, 30,500.0,52.0,2.0,0.0,1.0,5.0,0.0,288.0,0.0,,20.0,0.0,2.0
12, 30,500.0,55.0,0.0,,1.0,5.1,0.0,306.0,,,30.0,0.0,0.0
12, 30,500.0,58.0,0.0,0.0,1.0,2.3,0.0,315.0,0.0,,35.0,0.0,0.0
12, 30,800.0,4.0,6.0,,4.0,2.5,30.0,318.0,,4.0,70.0,0.0,6.0
12, 30,800.0,7.0,6.0,0.0,4.0,0.8,30.0,300.0,0.0,-1.0,70.0,0.0,6.0
12, 30,800.0,10.0,6.0,,4.0,1.0,30.0,307.0,,,70.0,0.0,6.0
12, 30,800.0,13.0,6.0,5.0,4.0,1.1,60.0,350.0,0.0,,70.0,1.0,6.0
12, 30,800.0,16.0,5.0,,3.0,1.7,20.0,310.0,,,55.0,0.0,5.0
12, 30,800.0,19.0,6.0,0.0,2.0,3.1,10.0,308.0,0.0,,35.0,0.0,6.0
12, 30,800.0,22.0,7.0,,1.0,3.6,0.0,309.0,,,25.0,0.0,7.0
12, 30,800.0,25.0,4.0,0.0,1.0,2.5,0.0,286.0,0.0,,25.0,0.0,4.0
12, 30,800.0,28.0,2.0,,1.0,1.7,0.0,267.0,,,30.0,0.0,2.0
12, 30,800.0,31.0,0.0,0.0,1.0,1.0,0.0,294.0,0.0,,40.0,0.0,0.0
12, 30,800.0,34.0,0.0,,1.0,1.3,0.0,321.0,,,40.0,0.0,0.0
12, 30,800.0,37.0,0.0,0.0,1.0,3.2,0.0,311.0,0.0,,40.0,0.0,0.0
12, 30,800.0,40.0,1.0,,1.0,3.4,0.0,310.0,,,35.0,0.0,1.0
12, 30,800.0,43.0,4.0,0.0,1.0,3.5,0.0,311.0,0.0,,25.0,0.0,4.0
12, 30,800.0,46.0,6.0,,1.0,4.0,0.0,314.0,,,20.0,0.0,6.0
12, 30,800.0,49.0,2.0,0.0,1.0,2.9,0.0,301.0,0.0,,20.0,0.0,2.0
12, 30,800.0,52.0,1.0,,1.0,1.6,0.0,300.0,,,25.0,0.0,1.0
12, 30,800.0,55.0,0.0,0.0,1.0,1.1,0.0,304.0,0.0,,35.0,0.0,0.0
12, 30,1100.0,4.0,6.0,0.0,4.0,0.8,30.0,300.0,0.0,4.0,70.0,0.0,6.0
12, 30,1100.0,7.0,6.0,,4.0,1.0,30.0,307.0,,-1.0,70.0,0.0,6.0
12, 30,1100.0,10.0,6.0,5.0,4.0,1.1,60.0,350.0,0.0,,70.0,1.0,6.0
12, 30,1100.0,13.0,5.0,,3.0,1.7,20.0,310.0,,,55.0,0.0,5.0
12, 30,1100.0,16.0,6.0,0.0,2.0,3.1,10.0,308.0,0.0,,35.0,0.0,6.0
12, 30,1100.0,19.0,7.0,,1.0,3.6,0.0,309.0,,,25.0,0.0,7.0
12, 30,1100.0,22.0,4.0,0.0,1.0,2.5,0.0,286.0,0.0,,25.0,0.0,4.0
12, 30,1100.0,25.0,2.0,,1.0,1.7,0.0,267.0,,,30.0,0.0,2.0
12, 30,1100.0,28.0,0.0,0.0,1.0,1.0,0.0,294.0,0.0,,40.0,0.0,0.0
12, 30,1100.0,31.0,0.0,,1.0,1.3,0.0,321.0,,,40.0,0.0,0.0
12, 30,1100.0,34.0,0.0,0.0,1.0,3.2,0.0,311.0,0.0,,40.0,0.0,0.0
12, 30,1100.0,37.0,1.0,,1.0,3.4,0.0,310.0,,,35.0,0.0,1.0
12, 30,1100.0,40.0,4.0,0.0,1.0,3.5,0.0,311.0,0.0,,25.0,0.0,4.0
12, 30,1100.0,43.0,6.0,,1.0,4.0,0.0,314.0,,,20.0,0.0,6.0
12, 30,1100.0,46.0,2.0,0.0,1.0,2.9,0.0,301.0,0.0,,20.0,0.0,2.0
12, 30,1100.0,49.0,1.0,,1.0,1.6,0.0,300.0,,,25.0,0.0,1.0
12, 30,1100.0,52.0,0.0,0.0,1.0,1.1,0.0,304.0,0.0,,35.0,0.0,0.0
12, 30,1400.0,4.0,6.0,,4.0,1.0,30.0,307.0,,4.0,70.0,0.0,6.0
12, 30,1400.0,7.0,6.0,5.0,4.0,1.1,60.0,350.0,0.0,-1.0,70.0,1.0,6.0
12, 30,1400.0,10.0,5.0,,3.0,1.7,20.0,310.0,,,55.0,0.0,5.0
12, 30,1400.0,13.0,6.0,0.0,2.0,3.1,10.0,308.0,0.0,,35.0,0.0,6.0
12, 30,1400.0,16.0,7.0,,1.0,3.6,0.0,309.0,,,25.0,0.0,7.0
12, 30,1400.0,19.0,4.0,0.0,1.0,2.5,0.0,286.0,0.0,,25.0,0.0,4.0
12, 30,1400.0,22.0,2.0,,1.0,1.7,0.0,267.0,,,30.0,0.0,2.0
12, 30,1400.0,25.0,0.0,0.0,1.0,1.0,0.0,294.0,0.0,,40.0,0.0,0.0
12, 30,1400.0,28.0,0.0,,1.0,1.3,0.0,321.0,,,40.0,0.0,0.0
12, 30,1400.0,31.0,0.0,0.0,1.0,3.2,0.0,311.0,0.0,,40.0,0.0,0.0
12, 30,1400.0,34.0,1.0,,1.0,3.4,0.0,310.0,,,35.0,0.0,1.0
12, 30,1400.0,37.0,4.0,0.0,1.0,3.5,0.0,311.0,0.0,,25.0,0.0,4.0
12, 30,1400.0,40.0,6.0,,1.0,4.0,0.0,314.0,,,20.0,0.0,6.0
12, 30,1400.0,43.0,2.0,0.0,1.0,2.9,0.0,301.0,0.0,,20.0,0.0,2.0
12, 30,1400.0,46.0,1.0,,1.0,1.6,0.0,300.0,,,25.0,0.0,1.0
12, 30,1400.0,49.0,0.0,0.0,1.0,1.1,0.0,304.0,0.0,,35.0,0.0,0.0
12, 30,1700.0,4.0,6.0,0.0,4.0,1.1,30.0,350.0,0.0,4.0,70.0,0.0,6.0
12, 30,1700.0,7.0,5.0,,3.0,1.7,20.0,310.0,,-1.0,55.0,0.0,5.0
12, 30,1700.0,10.0,6.0,0.0,2.0,3.1,10.0,308.0,0.0,,35.0,0.0,6.0
12, 30,1700.0,13.0,7.0,,1.0,3.6,0.0,309.0,,,25.0,0.0,7.0
12, 30,1700.0,16.0,4.0,0.0,1.0,2.5,0.0,286.0,0.0,,25.0,0.0,4.0
12, 30,1700.0,19.0,2.0,,1.0,1.7,0.0,267.0,,,30.0,0.0,2.0
12, 30,1700.0,22.0,0.0,0.0,1.0,1.0,0.0,294.0,0.0,,40.0,0.0,0.0
12, 30,1700.0,25.0,0.0,,1.0,1.3,0.0,321.0,,,40.0,0.0,0.0
12, 30,1700.0,28.0,0.0,0.0,1.0,3.2,0.0,311.0,0.0,,40.0,0.0,0.0
12, 30,1700.0,31.0,1.0,,1.0,3.4,0.0,310.0,,,35.0,0.0,1.0
12, 30,1700.0,34.0,4.0,0.0,1.0,3.5,0.0,311.0,0.0,,25.0,0.0,4.0
12, 30,1700.0,37.0,6.0,,1.0,4.0,0.0,314.0,,,20.0,0.0,6.0
12, 30,1700.0,40.0,2.0,0.0,1.0,2.9,0.0,301.0,0.0,,20.0,0.0,2.0
12, 30,1700.0,43.0,1.0,,1.0,1.6,0.0,300.0,,,25.0,0.0,1.0
12, 30,1700.0,46.0,0.0,0.0,1.0,1.1,0.0,304.0,0.0,,35.0,0.0,0.0
12, 30,2000.0,4.0,5.0,,3.0,1.7,20.0,301.0,,-1.0,55.0,0.0,5.0
12, 30,2000.0,7.0,6.0,0.0,2.0,3.5,10.0,311.0,0.0,-1.0,35.0,0.0,6.0
12, 30,2000.0,10.0,7.0,,1.0,3.9,0.0,306.0,,,20.0,0.0,7.0
12, 30,2000.0,13.0,4.0,0.0,1.0,2.9,0.0,292.0,0.0,,25.0,0.0,4.0
12, 30,2000.0,16.0,2.0,,1.0,2.0,0.0,290.0,,,25.0,0.0,2.0
12, 30,2000.0,19.0,1.0,0.0,1.0,1.3,0.0,302.0,0.0,,35.0,0.0,1.0
12, 30,2000.0,22.0,0.0,,1.0,2.8,0.0,302.0,,,35.0,0.0,0.0
12, 30,2000.0,25.0,0.0,0.0,1.0,3.4,0.0,308.0,0.0,,40.0,0.0,0.0
12, 30,2000.0,28.0,2.0,,1.0,3.2,0.0,309.0,,,35.0,0.0,2.0
12, 30,2000.0,31.0,4.0,0.0,1.0,3.0,0.0,310.0,0.0,,25.0,0.0,4.0
12, 30,2000.0,34.0,6.0,,1.0,3.8,0.0,309.0,,,20.0,0.0,6.0
12, 30,2000.0,37.0,3.0,0.0,1.0,3.0,0.0,298.0,0.0,,20.0,0.0,3.0
12, 30,2000.0,40.0,1.0,,1.0,1.4,0.0,300.0,,,20.0,0.0,1.0
12, 30,2000.0,43.0,1.0,0.0,1.0,1.6,0.0,313.0,0.0,,30.0,0.0,1.0
12, 30,2000.0,46.0,1.0,,1.0,2.4,0.0,322.0,,,30.0,0.0,1.0
12, 30,2000.0,49.0,1.0,0.0,1.0,2.0,0.0,323.0,0.0,,40.0,0.0,1.0
12, 30,2000.0,52.0,2.0,,1.0,1.7,0.0,329.0,,,40.0,0.0,2.0
12, 30,2000.0,55.0,5.0,0.0,1.0,3.3,0.0,314.0,0.0,,20.0,0.0,5.0
12, 30,2000.0,58.0,6.0,,1.0,3.2,0.0,314.0,,,15.0,0.0,6.0
12, 30,2000.0,61.0,3.0,0.0,1.0,1.8,0.0,304.0,0.0,,20.0,0.0,3.0
12, 30,2000.0,64.0,2.0,,2.0,1.4,10.0,240.0,,,20.0,0.0,2.0
12, 30,2000.0,67.0,1.0,0.0,2.0,1.4,10.0,295.0,0.0,,30.0,0.0,1.0
12, 30,2300.0,4.0,6.0,0.0,2.0,3.5,10.0,311.0,0.0,-1.0,35.0,0.0,6.0
12, 30,2300.0,7.0,7.0,,1.0,3.9,0.0,306.0,,-1.0,20.0,0.0,7.0
12, 30,2300.0,10.0,4.0,0.0,1.0,2.9,0.0,292.0,0.0,,25.0,0.0,4.0
12, 30,2300.0,13.0,2.0,,1.0,2.0,0.0,290.0,,,25.0,0.0,2.0
12, 30,2300.0,16.0,1.0,0.0,1.0,1.3,0.0,302.0,0.0,,35.0,0.0,1.0
12, 30,2300.0,19.0,0.0,,1.0,2.8,0.0,302.0,,,35.0,0.0,0.0
12, 30,2300.0,22.0,0.0,0.0,1.0,3.4,0.0,308.0,0.0,,40.0,0.0,0.0
12, 30,2300.0,25.0,2.0,,1.0,3.2,0.0,309.0,,,35.0,0.0,2.0
12, 30,2300.0,28.0,4.0,0.0,1.0,3.0,0.0,310.0,0.0,,25.0,0.0,4.0
12, 30,2300.0,31.0,6.0,,1.0,3.8,0.0,309.0,,,20.0,0.0,6.0
12, 30,2300.0,34.0,3.0,0.0,1.0,3.0,0.0,298.0,0.0,,20.0,0.0,3.0
12, 30,2300.0,37.0,1.0,,1.0,1.4,0.0,300.0,,,20.0,0.0,1.0
12, 30,2300.0,40.0,1.0,0.0,1.0,1.6,0.0,313.0,0.0,,30.0,0.0,1.0
12, 30,2300.0,43.0,1.0,,1.0,2.4,0.0,322.0,,,30.0,0.0,1.0
12, 30,2300.0,46.0,1.0,0.0,1.0,2.0,0.0,323.0,0.0,,40.0,0.0,1.0
12, 30,2300.0,49.0,2.0,,1.0,1.7,0.0,329.0,,,40.0,0.0,2.0
12, 30,2300.0,52.0,5.0,0.0,1.0,3.3,0.0,314.0,0.0,,20.0,0.0,5.0
12, 30,2300.0,55.0,6.0,,1.0,3.2,0.0,314.0,,,15.0,0.0,6.0
12, 30,2300.0,58.0,3.0,0.0,1.0,1.8,0.0,304.0,0.0,,20.0,0.0,3.0
12, 30,2300.0,61.0,2.0,,2.0,1.4,10.0,240.0,,,20.0,0.0,2.0
12, 30,2300.0,64.0,1.0,0.0,2.0,1.4,10.0,295.0,0.0,,30.0,0.0,1.0
12, 31,200.0,4.0,7.0,,1.0,3.9,0.0,306.0,,-1.0,20.0,0.0,7.0
12, 31,200.0,7.0,4.0,0.0,1.0,2.9,0.0,292.0,0.0,-1.0,25.0,0.0,4.0
12, 31,200.0,10.0,2.0,,1.0,2.0,0.0,290.0,,,25.0,0.0,2.0
12, 31,200.0,13.0,1.0,0.0,1.0,1.3,0.0,302.0,0.0,,35.0,0.0,1.0
12, 31,200.0,16.0,0.0,,1.0,2.8,0.0,302.0,,,35.0,0.0,0.0
12, 31,200.0,19.0,0.0,0.0,1.0,3.4,0.0,308.0,0.0,,40.0,0.0,0.0
12, 31,200.0,22.0,2.0,,1.0,3.2,0.0,309.0,,,35.0,0.0,2.0
12, 31,200.0,25.0,4.0,0.0,1.0,3.0,0.0,310.0,0.0,,25.0,0.0,4.0
12, 31,200.0,28.0,6.0,,1.0,3.8,0.0,309.0,,,20.0,0.0,6.0
12, 31,200.0,31.0,3.0,0.0,1.0,3.0,0.0,298.0,0.0,,20.0,0.0,3.0
12, 31,200.0,34.0,1.0,,1.0,1.4,0.0,300.0,,,20.0,0.0,1.0
12, 31,200.0,37.0,1.0,0.0,1.0,1.6,0.0,313.0,0.0,,30.0,0.0,1.0
12, 31,200.0,40.0,1.0,,1.0,2.4,0.0,322.0,,,30.0,0.0,1.0
12, 31,200.0,43.0,1.0,0.0,1.0,2.0,0.0,323.0,0.0,,40.0,0.0,1.0
12, 31,200.0,46.0,2.0,,1.0,1.7,0.0,329.0,,,40.0,0.0,2.0
12, 31,200.0,49.0,5.0,0.0,1.0,3.3,0.0,314.0,0.0,,20.0,0.0,5.0
12, 31,200.0,52.0,6.0,,1.0,3.2,0.0,314.0,,,15.0,0.0,6.0
12, 31,200.0,55.0,3.0,0.0,1.0,1.8,0.0,304.0,0.0,,20.0,0.0,3.0
12, 31,200.0,58.0,2.0,,2.0,1.4,10.0,240.0,,,20.0,0.0,2.0
12, 31,200.0,61.0,1.0,0.0,2.0,1.4,10.0,295.0,0.0,,30.0,0.0,1.0
12, 31,500.0,4.0,4.0,0.0,1.0,2.9,0.0,292.0,0.0,-1.0,25.0,0.0,4.0
12, 31,500.0,7.0,2.0,,1.0,2.0,0.0,290.0,,-1.0,25.0,0.0,2.0
12, 31,500.0,10.0,1.0,0.0,1.0,1.3,0.0,302.0,0.0,,35.0,0.0,1.0
12, 31,500.0,13.0,0.0,,1.0,2.8,0.0,302.0,,,35.0,0.0,0.0
12, 31,500.0,16.0,0.0,0.0,1.0,3.4,0.0,308.0,0.0,,40.0,0.0,0.0
12, 31,500.0,19.0,2.0,,1.0,3.2,0.0,309.0,,,35.0,0.0,2.0
12, 31,500.0,22.0,4.0,0.0,1.0,3.0,0.0,310.0,0.0,,25.0,0.0,4.0
12, 31,500.0,25.0,6.0,,1.0,3.8,0.0,309.0,,,20.0,0.0,6.0
12, 31,500.0,28.0,3.0,0.0,1.0,3.0,0.0,298.0,0.0,,20.0,0.0,3.0
12, 31,500.0,31.0,1.0,,1.0,1.4,0.0,300.0,,,20.0,0.0,1.0
12, 31,500.0,34.0,1.0,0.0,1.0,1.6,0.0,313.0,0.0,,30.0,0.0,1.0
12, 31,500.0,37.0,1.0,,1.0,2.4,0.0,322.0,,,30.0,0.0,1.0
12, 31,500.0,40.0,1.0,0.0,1.0,2.0,0.0,323.0,0.0,,40.0,0.0,1.0
12, 31,500.0,43.0,2.0,,1.0,1.7,0.0,329.0,,,40.0,0.0,2.0
12, 31,500.0,46.0,5.0,0.0,1.0,3.3,0.0,314.0,0.0,,20.0,0.0,5.0
12, 31,500.0,49.0,6.0,,1.0,3.2,0.0,314.0,,,15.0,0.0,6.0
12, 31,500.0,52.0,3.0,0.0,1.0,1.8,0.0,304.0,0.0,,20.0,0.0,3.0
12, 31,500.0,55.0,2.0,,2.0,1.4,10.0,240.0,,,20.0,0.0,2.0
12, 31,500.0,58.0,1.0,0.0,2.0,1.4,10.0,295.0,0.0,,30.0,0.0,1.0
12, 31,800.0,4.0,2.0,,1.0,1.7,0.0,294.0,,-1.0,25.0,0.0,2.0
12, 31,800.0,7.0,1.0,0.0,1.0,1.1,0.0,285.0,0.0,0.0,35.0,0.0,1.0
12, 31,800.0,10.0,1.0,,1.0,1.8,0.0,286.0,,,35.0,0.0,1.0
12, 31,800.0,13.0,1.0,0.0,1.0,2.8,0.0,300.0,0.0,,35.0,0.0,1.0
12, 31,800.0,16.0,2.0,,1.0,3.3,0.0,309.0,,,35.0,0.0,2.0
12, 31,800.0,19.0,5.0,0.0,1.0,3.3,0.0,315.0,0.0,,20.0,0.0,5.0
12, 31,800.0,22.0,6.0,,1.0,4.0,0.0,318.0,,,20.0,0.0,6.0
12, 31,800.0,25.0,3.0,0.0,1.0,2.8,0.0,309.0,0.0,,20.0,0.0,3.0
12, 31,800.0,28.0,1.0,,1.0,1.6,0.0,308.0,,,30.0,0.0,1.0
12, 31,800.0,31.0,1.0,0.0,1.0,1.8,0.0,319.0,0.0,,35.0,0.0,1.0
12, 31,800.0,34.0,1.0,,1.0,1.7,0.0,327.0,,,40.0,0.0,1.0
