month, format: day,hour,forecast,강수형태,강수확률,풍속,3시간기온,습도,일최고기온,하늘상태,6시간적설,6시간강수량,일최저기온,풍향
3, 26,2300.0,55.0,0.0,20.0,5.0,15.0,40.0,,3.0,,,,300.0
3, 26,2300.0,58.0,0.0,10.0,3.4,11.0,50.0,,1.0,0.0,0.0,,279.0
3, 26,2300.0,61.0,0.0,20.0,2.6,8.0,65.0,,3.0,,,,274.0
3, 26,2300.0,64.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,281.0
3, 27,200.0,4.0,1.0,60.0,5.8,15.0,85.0,16.0,4.0,,,8.0,133.0
3, 27,200.0,7.0,1.0,60.0,5.2,16.0,85.0,16.0,4.0,0.0,40.0,6.0,145.0
3, 27,200.0,10.0,1.0,75.0,4.8,15.0,85.0,16.0,4.0,,,,190.0
3, 27,200.0,13.0,1.0,68.0,5.8,12.0,90.0,,4.0,0.0,10.0,,213.0
3, 27,200.0,16.0,1.0,60.0,6.1,10.0,90.0,,4.0,,,,231.0
3, 27,200.0,19.0,1.0,60.0,5.6,9.0,90.0,,4.0,0.0,5.0,,242.0
3, 27,200.0,22.0,0.0,30.0,6.1,9.0,90.0,,4.0,,,,262.0
3, 27,200.0,25.0,0.0,20.0,6.4,12.0,75.0,,3.0,0.0,0.0,,247.0
3, 27,200.0,28.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,226.0
3, 27,200.0,31.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,206.0
3, 27,200.0,34.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,232.0
3, 27,200.0,37.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,233.0
3, 27,200.0,40.0,0.0,0.0,2.8,7.0,80.0,,1.0,,,,222.0
3, 27,200.0,43.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,241.0
3, 27,200.0,46.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,304.0
3, 27,200.0,49.0,0.0,10.0,4.2,14.0,45.0,,3.0,0.0,0.0,,315.0
3, 27,200.0,52.0,0.0,20.0,5.0,15.0,40.0,,3.0,,,,300.0
3, 27,200.0,55.0,0.0,10.0,3.4,11.0,50.0,,1.0,0.0,0.0,,279.0
3, 27,200.0,58.0,0.0,20.0,2.6,8.0,65.0,,3.0,,,,274.0
3, 27,200.0,61.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,281.0
3, 27,500.0,4.0,1.0,60.0,5.2,16.0,85.0,16.0,4.0,0.0,20.0,8.0,145.0
3, 27,500.0,7.0,1.0,75.0,4.8,15.0,85.0,16.0,4.0,,,6.0,190.0
3, 27,500.0,10.0,1.0,68.0,5.8,12.0,90.0,,4.0,0.0,10.0,,213.0
3, 27,500.0,13.0,1.0,60.0,6.1,10.0,90.0,,4.0,,,,231.0
3, 27,500.0,16.0,1.0,60.0,5.6,9.0,90.0,,4.0,0.0,5.0,,242.0
3, 27,500.0,19.0,0.0,30.0,6.1,9.0,90.0,,4.0,,,,262.0
3, 27,500.0,22.0,0.0,20.0,6.4,12.0,75.0,,3.0,0.0,0.0,,247.0
3, 27,500.0,25.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,226.0
3, 27,500.0,28.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,206.0
3, 27,500.0,31.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,232.0
3, 27,500.0,34.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,233.0
3, 27,500.0,37.0,0.0,0.0,2.8,7.0,80.0,,1.0,,,,222.0
3, 27,500.0,40.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,241.0
3, 27,500.0,43.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,304.0
3, 27,500.0,46.0,0.0,10.0,4.2,14.0,45.0,,3.0,0.0,0.0,,315.0
3, 27,500.0,49.0,0.0,20.0,5.0,15.0,40.0,,3.0,,,,300.0
3, 27,500.0,52.0,0.0,10.0,3.4,11.0,50.0,,1.0,0.0,0.0,,279.0
3, 27,500.0,55.0,0.0,20.0,2.6,8.0,65.0,,3.0,,,,274.0
3, 27,500.0,58.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,281.0
3, 27,800.0,4.0,1.0,75.0,4.8,15.0,90.0,16.0,4.0,,,7.0,202.0
3, 27,800.0,7.0,1.0,68.0,5.8,13.0,90.0,16.0,4.0,0.0,10.0,6.0,223.0
3, 27,800.0,10.0,1.0,60.0,6.1,10.0,90.0,,4.0,,,,238.0
3, 27,800.0,13.0,1.0,60.0,5.6,8.0,90.0,,4.0,0.0,5.0,,236.0
3, 27,800.0,16.0,0.0,30.0,6.1,9.0,90.0,,4.0,,,,254.0
3, 27,800.0,19.0,0.0,20.0,6.4,12.0,70.0,,3.0,0.0,0.0,,253.0
3, 27,800.0,22.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,222.0
3, 27,800.0,25.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,200.0
3, 27,800.0,28.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,237.0
3, 27,800.0,31.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,227.0
3, 27,800.0,34.0,0.0,0.0,2.8,8.0,70.0,,1.0,,,,232.0
3, 27,800.0,37.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,261.0
3, 27,800.0,40.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,293.0
3, 27,800.0,43.0,0.0,10.0,4.2,14.0,40.0,,3.0,0.0,0.0,,294.0
3, 27,800.0,46.0,0.0,20.0,5.0,14.0,35.0,,3.0,,,,288.0
3, 27,800.0,49.0,0.0,10.0,3.4,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 27,800.0,52.0,0.0,20.0,2.6,8.0,60.0,,3.0,,,,257.0
3, 27,800.0,55.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,253.0
3, 27,1100.0,4.0,1.0,68.0,5.8,13.0,90.0,16.0,4.0,0.0,5.0,7.0,223.0
3, 27,1100.0,7.0,1.0,60.0,6.1,10.0,90.0,16.0,4.0,,,6.0,238.0
3, 27,1100.0,10.0,1.0,60.0,5.6,8.0,90.0,,4.0,0.0,5.0,,236.0
3, 27,1100.0,13.0,0.0,30.0,6.1,9.0,90.0,,4.0,,,,254.0
3, 27,1100.0,16.0,0.0,20.0,6.4,12.0,70.0,,3.0,0.0,0.0,,253.0
3, 27,1100.0,19.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,222.0
3, 27,1100.0,22.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,200.0
3, 27,1100.0,25.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,237.0
3, 27,1100.0,28.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,227.0
3, 27,1100.0,31.0,0.0,0.0,2.8,8.0,70.0,,1.0,,,,232.0
3, 27,1100.0,34.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,261.0
3, 27,1100.0,37.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,293.0
3, 27,1100.0,40.0,0.0,10.0,4.2,14.0,40.0,,3.0,0.0,0.0,,294.0
3, 27,1100.0,43.0,0.0,20.0,5.0,14.0,35.0,,3.0,,,,288.0
3, 27,1100.0,46.0,0.0,10.0,3.4,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 27,1100.0,49.0,0.0,20.0,2.6,8.0,60.0,,3.0,,,,257.0
3, 27,1100.0,52.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,253.0
3, 27,1400.0,4.0,0.0,30.0,6.1,10.0,90.0,16.0,4.0,,,7.0,238.0
3, 27,1400.0,7.0,0.0,30.0,5.6,8.0,90.0,16.0,4.0,0.0,0.0,6.0,236.0
3, 27,1400.0,10.0,0.0,30.0,6.1,9.0,90.0,,4.0,,,,254.0
3, 27,1400.0,13.0,0.0,20.0,6.4,12.0,70.0,,3.0,0.0,0.0,,253.0
3, 27,1400.0,16.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,222.0
3, 27,1400.0,19.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,200.0
3, 27,1400.0,22.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,237.0
3, 27,1400.0,25.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,227.0
3, 27,1400.0,28.0,0.0,0.0,2.8,8.0,70.0,,1.0,,,,232.0
3, 27,1400.0,31.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,261.0
3, 27,1400.0,34.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,293.0
3, 27,1400.0,37.0,0.0,10.0,4.2,14.0,40.0,,3.0,0.0,0.0,,294.0
3, 27,1400.0,40.0,0.0,20.0,5.0,14.0,35.0,,3.0,,,,288.0
3, 27,1400.0,43.0,0.0,10.0,3.4,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 27,1400.0,46.0,0.0,20.0,2.6,8.0,60.0,,3.0,,,,257.0
3, 27,1400.0,49.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,253.0
3, 27,1700.0,4.0,0.0,30.0,5.6,8.0,90.0,16.0,4.0,0.0,0.0,7.0,236.0
3, 27,1700.0,7.0,0.0,30.0,6.1,9.0,90.0,16.0,4.0,,,6.0,254.0
3, 27,1700.0,10.0,0.0,20.0,6.4,12.0,70.0,,3.0,0.0,0.0,,253.0
3, 27,1700.0,13.0,0.0,10.0,5.7,15.0,65.0,,3.0,,,,222.0
3, 27,1700.0,16.0,0.0,20.0,4.5,13.0,70.0,,3.0,0.0,0.0,,200.0
3, 27,1700.0,19.0,0.0,30.0,4.6,11.0,85.0,,4.0,,,,237.0
3, 27,1700.0,22.0,0.0,20.0,4.9,9.0,80.0,,3.0,0.0,0.0,,227.0
3, 27,1700.0,25.0,0.0,0.0,2.8,8.0,70.0,,1.0,,,,232.0
3, 27,1700.0,28.0,0.0,0.0,1.9,6.0,80.0,,1.0,0.0,0.0,,261.0
3, 27,1700.0,31.0,0.0,0.0,2.0,10.0,65.0,,1.0,,,,293.0
3, 27,1700.0,34.0,0.0,10.0,4.2,14.0,40.0,,3.0,0.0,0.0,,294.0
3, 27,1700.0,37.0,0.0,20.0,5.0,14.0,35.0,,3.0,,,,288.0
3, 27,1700.0,40.0,0.0,10.0,3.4,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 27,1700.0,43.0,0.0,20.0,2.6,8.0,60.0,,3.0,,,,257.0
3, 27,1700.0,46.0,0.0,20.0,1.8,6.0,75.0,,3.0,0.0,0.0,,253.0
3, 27,2000.0,4.0,0.0,30.0,6.1,9.0,90.0,15.0,4.0,,,6.0,267.0
3, 27,2000.0,7.0,0.0,20.0,6.1,11.0,80.0,15.0,3.0,0.0,0.0,4.0,268.0
3, 27,2000.0,10.0,0.0,10.0,6.4,14.0,65.0,16.0,3.0,,,,244.0
3, 27,2000.0,13.0,0.0,20.0,4.8,12.0,70.0,,3.0,0.0,0.0,,195.0
3, 27,2000.0,16.0,0.0,30.0,5.1,10.0,80.0,,4.0,,,,206.0
3, 27,2000.0,19.0,1.0,60.0,4.7,10.0,80.0,,3.0,0.0,5.0,,238.0
3, 27,2000.0,22.0,0.0,0.0,5.2,8.0,70.0,,1.0,,,,238.0
3, 27,2000.0,25.0,0.0,0.0,4.8,6.0,75.0,,1.0,0.0,0.0,,255.0
3, 27,2000.0,28.0,0.0,0.0,5.4,10.0,65.0,,1.0,,,,303.0
3, 27,2000.0,31.0,0.0,10.0,6.8,14.0,40.0,,3.0,0.0,0.0,,292.0
3, 27,2000.0,34.0,0.0,20.0,7.5,14.0,35.0,,3.0,,,,278.0
3, 27,2000.0,37.0,0.0,10.0,5.0,10.0,40.0,,1.0,0.0,0.0,,286.0
3, 27,2000.0,40.0,0.0,20.0,3.2,8.0,60.0,,3.0,,,,292.0
3, 27,2000.0,43.0,0.0,20.0,1.8,6.0,70.0,,3.0,0.0,0.0,,286.0
3, 27,2000.0,46.0,0.0,20.0,1.3,4.0,80.0,,3.0,,,,293.0
3, 27,2000.0,49.0,0.0,0.0,1.3,4.0,85.0,,1.0,0.0,0.0,,351.0
3, 27,2000.0,52.0,0.0,0.0,2.1,9.0,65.0,,1.0,,,,11.0
3, 27,2000.0,55.0,0.0,0.0,3.3,14.0,35.0,,1.0,0.0,0.0,,339.0
3, 27,2000.0,58.0,0.0,0.0,4.4,14.0,25.0,,1.0,,,,324.0
3, 27,2000.0,61.0,0.0,0.0,3.5,11.0,40.0,,1.0,0.0,0.0,,292.0
3, 27,2000.0,64.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,270.0
3, 27,2000.0,67.0,0.0,0.0,1.4,5.0,80.0,,1.0,0.0,0.0,,306.0
3, 27,2300.0,4.0,0.0,20.0,6.1,11.0,80.0,15.0,3.0,0.0,0.0,6.0,268.0
3, 27,2300.0,7.0,0.0,10.0,6.4,14.0,65.0,15.0,3.0,,,4.0,244.0
3, 27,2300.0,10.0,0.0,20.0,4.8,12.0,70.0,16.0,3.0,0.0,0.0,,195.0
3, 27,2300.0,13.0,0.0,30.0,5.1,10.0,80.0,,4.0,,,,206.0
3, 27,2300.0,16.0,1.0,60.0,4.7,10.0,80.0,,3.0,0.0,5.0,,238.0
3, 27,2300.0,19.0,0.0,0.0,5.2,8.0,70.0,,1.0,,,,238.0
3, 27,2300.0,22.0,0.0,0.0,4.8,6.0,75.0,,1.0,0.0,0.0,,255.0
3, 27,2300.0,25.0,0.0,0.0,5.4,10.0,65.0,,1.0,,,,303.0
3, 27,2300.0,28.0,0.0,10.0,6.8,14.0,40.0,,3.0,0.0,0.0,,292.0
3, 27,2300.0,31.0,0.0,20.0,7.5,14.0,35.0,,3.0,,,,278.0
3, 27,2300.0,34.0,0.0,10.0,5.0,10.0,40.0,,1.0,0.0,0.0,,286.0
3, 27,2300.0,37.0,0.0,20.0,3.2,8.0,60.0,,3.0,,,,292.0
3, 27,2300.0,40.0,0.0,20.0,1.8,6.0,70.0,,3.0,0.0,0.0,,286.0
3, 27,2300.0,43.0,0.0,20.0,1.3,4.0,80.0,,3.0,,,,293.0
3, 27,2300.0,46.0,0.0,0.0,1.3,4.0,85.0,,1.0,0.0,0.0,,351.0
3, 27,2300.0,49.0,0.0,0.0,2.1,9.0,65.0,,1.0,,,,11.0
3, 27,2300.0,52.0,0.0,0.0,3.3,14.0,35.0,,1.0,0.0,0.0,,339.0
3, 27,2300.0,55.0,0.0,0.0,4.4,14.0,25.0,,1.0,,,,324.0
3, 27,2300.0,58.0,0.0,0.0,3.5,11.0,40.0,,1.0,0.0,0.0,,292.0
3, 27,2300.0,61.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,270.0
3, 27,2300.0,64.0,0.0,0.0,1.4,5.0,80.0,,1.0,0.0,0.0,,306.0
3, 28,200.0,4.0,0.0,20.0,6.4,14.0,65.0,15.0,3.0,,,6.0,244.0
3, 28,200.0,7.0,0.0,20.0,4.8,12.0,70.0,15.0,3.0,0.0,0.0,4.0,195.0
3, 28,200.0,10.0,0.0,30.0,5.1,10.0,80.0,16.0,4.0,,,,206.0
3, 28,200.0,13.0,1.0,60.0,4.7,10.0,80.0,,3.0,0.0,5.0,,238.0
3, 28,200.0,16.0,0.0,0.0,5.2,8.0,70.0,,1.0,,,,238.0
3, 28,200.0,19.0,0.0,0.0,4.8,6.0,75.0,,1.0,0.0,0.0,,255.0
3, 28,200.0,22.0,0.0,0.0,5.4,10.0,65.0,,1.0,,,,303.0
3, 28,200.0,25.0,0.0,10.0,6.8,14.0,40.0,,3.0,0.0,0.0,,292.0
3, 28,200.0,28.0,0.0,20.0,7.5,14.0,35.0,,3.0,,,,278.0
3, 28,200.0,31.0,0.0,10.0,5.0,10.0,40.0,,1.0,0.0,0.0,,286.0
3, 28,200.0,34.0,0.0,20.0,3.2,8.0,60.0,,3.0,,,,292.0
3, 28,200.0,37.0,0.0,20.0,1.8,6.0,70.0,,3.0,0.0,0.0,,286.0
3, 28,200.0,40.0,0.0,20.0,1.3,4.0,80.0,,3.0,,,,293.0
3, 28,200.0,43.0,0.0,0.0,1.3,4.0,85.0,,1.0,0.0,0.0,,351.0
3, 28,200.0,46.0,0.0,0.0,2.1,9.0,65.0,,1.0,,,,11.0
3, 28,200.0,49.0,0.0,0.0,3.3,14.0,35.0,,1.0,0.0,0.0,,339.0
3, 28,200.0,52.0,0.0,0.0,4.4,14.0,25.0,,1.0,,,,324.0
3, 28,200.0,55.0,0.0,0.0,3.5,11.0,40.0,,1.0,0.0,0.0,,292.0
3, 28,200.0,58.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,270.0
3, 28,200.0,61.0,0.0,0.0,1.4,5.0,80.0,,1.0,0.0,0.0,,306.0
3, 28,500.0,4.0,0.0,20.0,4.8,12.0,70.0,15.0,3.0,0.0,0.0,6.0,195.0
3, 28,500.0,7.0,0.0,30.0,5.1,10.0,80.0,16.0,4.0,,,4.0,206.0
3, 28,500.0,10.0,1.0,60.0,4.7,10.0,80.0,,3.0,0.0,5.0,,238.0
3, 28,500.0,13.0,0.0,0.0,5.2,8.0,70.0,,1.0,,,,238.0
3, 28,500.0,16.0,0.0,0.0,4.8,6.0,75.0,,1.0,0.0,0.0,,255.0
3, 28,500.0,19.0,0.0,0.0,5.4,10.0,65.0,,1.0,,,,303.0
3, 28,500.0,22.0,0.0,10.0,6.8,14.0,40.0,,3.0,0.0,0.0,,292.0
3, 28,500.0,25.0,0.0,20.0,7.5,14.0,35.0,,3.0,,,,278.0
3, 28,500.0,28.0,0.0,10.0,5.0,10.0,40.0,,1.0,0.0,0.0,,286.0
3, 28,500.0,31.0,0.0,20.0,3.2,8.0,60.0,,3.0,,,,292.0
3, 28,500.0,34.0,0.0,20.0,1.8,6.0,70.0,,3.0,0.0,0.0,,286.0
3, 28,500.0,37.0,0.0,20.0,1.3,4.0,80.0,,3.0,,,,293.0
3, 28,500.0,40.0,0.0,0.0,1.3,4.0,85.0,,1.0,0.0,0.0,,351.0
3, 28,500.0,43.0,0.0,0.0,2.1,9.0,65.0,,1.0,,,,11.0
3, 28,500.0,46.0,0.0,0.0,3.3,14.0,35.0,,1.0,0.0,0.0,,339.0
3, 28,500.0,49.0,0.0,0.0,4.4,14.0,25.0,,1.0,,,,324.0
3, 28,500.0,52.0,0.0,0.0,3.5,11.0,40.0,,1.0,0.0,0.0,,292.0
3, 28,500.0,55.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,270.0
3, 28,500.0,58.0,0.0,0.0,1.4,5.0,80.0,,1.0,0.0,0.0,,306.0
3, 28,800.0,4.0,0.0,30.0,4.2,9.0,85.0,16.0,4.0,,,6.0,185.0
3, 28,800.0,7.0,1.0,60.0,6.1,10.0,90.0,16.0,4.0,0.0,5.0,3.0,239.0
3, 28,800.0,10.0,0.0,0.0,3.9,8.0,85.0,,1.0,,,,241.0
3, 28,800.0,13.0,0.0,0.0,3.6,6.0,80.0,,1.0,0.0,0.0,,249.0
3, 28,800.0,16.0,0.0,0.0,4.4,10.0,70.0,,1.0,,,,300.0
3, 28,800.0,19.0,0.0,10.0,5.3,14.0,40.0,,3.0,0.0,0.0,,309.0
3, 28,800.0,22.0,0.0,20.0,5.7,15.0,35.0,,3.0,,,,289.0
3, 28,800.0,25.0,0.0,10.0,2.8,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 28,800.0,28.0,0.0,20.0,2.3,8.0,60.0,,3.0,,,,265.0
3, 28,800.0,31.0,0.0,20.0,1.6,6.0,75.0,,3.0,0.0,0.0,,266.0
3, 28,800.0,34.0,0.0,20.0,1.3,4.0,75.0,,3.0,,,,293.0
3, 28,800.0,37.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,347.0
3, 28,800.0,40.0,0.0,0.0,1.8,9.0,60.0,,1.0,,,,9.0
3, 28,800.0,43.0,0.0,0.0,3.0,14.0,30.0,,1.0,0.0,0.0,,334.0
3, 28,800.0,46.0,0.0,0.0,4.6,14.0,25.0,,1.0,,,,308.0
3, 28,800.0,49.0,0.0,0.0,2.5,11.0,40.0,,1.0,0.0,0.0,,291.0
3, 28,800.0,52.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,259.0
3, 28,800.0,55.0,0.0,0.0,1.5,5.0,80.0,,1.0,0.0,0.0,,262.0
3, 28,1100.0,4.0,1.0,60.0,6.1,10.0,90.0,16.0,4.0,0.0,5.0,6.0,239.0
3, 28,1100.0,7.0,0.0,0.0,3.9,8.0,85.0,16.0,1.0,,,3.0,241.0
3, 28,1100.0,10.0,0.0,0.0,3.6,6.0,80.0,,1.0,0.0,0.0,,249.0
3, 28,1100.0,13.0,0.0,0.0,4.4,10.0,70.0,,1.0,,,,300.0
3, 28,1100.0,16.0,0.0,10.0,5.3,14.0,40.0,,3.0,0.0,0.0,,309.0
3, 28,1100.0,19.0,0.0,20.0,5.7,15.0,35.0,,3.0,,,,289.0
3, 28,1100.0,22.0,0.0,10.0,2.8,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 28,1100.0,25.0,0.0,20.0,2.3,8.0,60.0,,3.0,,,,265.0
3, 28,1100.0,28.0,0.0,20.0,1.6,6.0,75.0,,3.0,0.0,0.0,,266.0
3, 28,1100.0,31.0,0.0,20.0,1.3,4.0,75.0,,3.0,,,,293.0
3, 28,1100.0,34.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,347.0
3, 28,1100.0,37.0,0.0,0.0,1.8,9.0,60.0,,1.0,,,,9.0
3, 28,1100.0,40.0,0.0,0.0,3.0,14.0,30.0,,1.0,0.0,0.0,,334.0
3, 28,1100.0,43.0,0.0,0.0,4.6,14.0,25.0,,1.0,,,,308.0
3, 28,1100.0,46.0,0.0,0.0,2.5,11.0,40.0,,1.0,0.0,0.0,,291.0
3, 28,1100.0,49.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,259.0
3, 28,1100.0,52.0,0.0,0.0,1.5,5.0,80.0,,1.0,0.0,0.0,,262.0
3, 28,1400.0,4.0,0.0,0.0,3.9,8.0,85.0,16.0,1.0,,,6.0,241.0
3, 28,1400.0,7.0,0.0,0.0,3.6,6.0,80.0,16.0,1.0,0.0,0.0,3.0,249.0
3, 28,1400.0,10.0,0.0,0.0,4.4,10.0,70.0,,1.0,,,,300.0
3, 28,1400.0,13.0,0.0,10.0,5.3,14.0,40.0,,3.0,0.0,0.0,,309.0
3, 28,1400.0,16.0,0.0,20.0,5.7,15.0,35.0,,3.0,,,,289.0
3, 28,1400.0,19.0,0.0,10.0,2.8,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 28,1400.0,22.0,0.0,20.0,2.3,8.0,60.0,,3.0,,,,265.0
3, 28,1400.0,25.0,0.0,20.0,1.6,6.0,75.0,,3.0,0.0,0.0,,266.0
3, 28,1400.0,28.0,0.0,20.0,1.3,4.0,75.0,,3.0,,,,293.0
3, 28,1400.0,31.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,347.0
3, 28,1400.0,34.0,0.0,0.0,1.8,9.0,60.0,,1.0,,,,9.0
3, 28,1400.0,37.0,0.0,0.0,3.0,14.0,30.0,,1.0,0.0,0.0,,334.0
3, 28,1400.0,40.0,0.0,0.0,4.6,14.0,25.0,,1.0,,,,308.0
3, 28,1400.0,43.0,0.0,0.0,2.5,11.0,40.0,,1.0,0.0,0.0,,291.0
3, 28,1400.0,46.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,259.0
3, 28,1400.0,49.0,0.0,0.0,1.5,5.0,80.0,,1.0,0.0,0.0,,262.0
3, 28,1700.0,4.0,0.0,0.0,3.6,6.0,80.0,16.0,1.0,0.0,0.0,6.0,249.0
3, 28,1700.0,7.0,0.0,0.0,4.4,10.0,70.0,16.0,1.0,,,3.0,300.0
3, 28,1700.0,10.0,0.0,10.0,5.3,14.0,40.0,,3.0,0.0,0.0,,309.0
3, 28,1700.0,13.0,0.0,20.0,5.7,15.0,35.0,,3.0,,,,289.0
3, 28,1700.0,16.0,0.0,10.0,2.8,11.0,45.0,,1.0,0.0,0.0,,272.0
3, 28,1700.0,19.0,0.0,20.0,2.3,8.0,60.0,,3.0,,,,265.0
3, 28,1700.0,22.0,0.0,20.0,1.6,6.0,75.0,,3.0,0.0,0.0,,266.0
3, 28,1700.0,25.0,0.0,20.0,1.3,4.0,75.0,,3.0,,,,293.0
3, 28,1700.0,28.0,0.0,0.0,1.3,4.0,80.0,,1.0,0.0,0.0,,347.0
3, 28,1700.0,31.0,0.0,0.0,1.8,9.0,60.0,,1.0,,,,9.0
3, 28,1700.0,34.0,0.0,0.0,3.0,14.0,30.0,,1.0,0.0,0.0,,334.0
3, 28,1700.0,37.0,0.0,0.0,4.6,14.0,25.0,,1.0,,,,308.0
3, 28,1700.0,40.0,0.0,0.0,2.5,11.0,40.0,,1.0,0.0,0.0,,291.0
3, 28,1700.0,43.0,0.0,0.0,1.5,6.0,70.0,,1.0,,,,259.0
3, 28,1700.0,46.0,0.0,0.0,1.5,5.0,80.0,,1.0,0.0,0.0,,262.0
3, 28,2000.0,4.0,0.0,0.0,3.4,9.0,75.0,15.0,1.0,,,3.0,293.0
3, 28,2000.0,7.0,0.0,0.0,5.8,14.0,40.0,16.0,1.0,0.0,0.0,3.0,298.0
3, 28,2000.0,10.0,0.0,20.0,6.8,14.0,30.0,18.0,3.0,,,,288.0
3, 28,2000.0,13.0,0.0,20.0,3.6,11.0,45.0,,3.0,0.0,0.0,,289.0
3, 28,2000.0,16.0,0.0,30.0,2.9,7.0,65.0,,4.0,,,,282.0
3, 28,2000.0,19.0,0.0,30.0,1.7,6.0,75.0,,4.0,0.0,0.0,,277.0
3, 28,2000.0,22.0,0.0,20.0,1.4,4.0,80.0,,3.0,,,,306.0
3, 28,2000.0,25.0,0.0,30.0,1.5,4.0,80.0,,4.0,0.0,0.0,,344.0
3, 28,2000.0,28.0,0.0,0.0,2.4,9.0,60.0,,1.0,,,,348.0
3, 28,2000.0,31.0,0.0,0.0,3.0,14.0,35.0,,1.0,0.0,0.0,,323.0
3, 28,2000.0,34.0,0.0,0.0,3.9,15.0,30.0,,1.0,,,,314.0
3, 28,2000.0,37.0,0.0,0.0,2.8,11.0,45.0,,1.0,0.0,0.0,,300.0
3, 28,2000.0,40.0,0.0,0.0,1.6,6.0,65.0,,1.0,,,,263.0
3, 28,2000.0,43.0,0.0,0.0,1.6,6.0,70.0,,1.0,0.0,0.0,,248.0
3, 28,2000.0,46.0,0.0,0.0,1.1,4.0,80.0,,1.0,,,,112.0
3, 28,2000.0,49.0,0.0,0.0,1.9,3.0,85.0,,1.0,0.0,0.0,,115.0
3, 28,2000.0,52.0,0.0,0.0,1.5,9.0,65.0,,1.0,,,,122.0
3, 28,2000.0,55.0,0.0,0.0,1.8,16.0,40.0,,1.0,0.0,0.0,,347.0
3, 28,2000.0,58.0,0.0,0.0,4.0,17.0,35.0,,1.0,,,,333.0
3, 28,2000.0,61.0,0.0,0.0,2.5,13.0,45.0,,1.0,0.0,0.0,,346.0
3, 28,2000.0,64.0,0.0,0.0,1.2,9.0,65.0,,1.0,,,,9.0
3, 28,2000.0,67.0,0.0,0.0,1.6,8.0,70.0,,1.0,0.0,0.0,,45.0
3, 28,2300.0,4.0,0.0,0.0,5.8,14.0,40.0,15.0,1.0,0.0,0.0,3.0,298.0
3, 28,2300.0,7.0,0.0,20.0,6.8,14.0,30.0,16.0,3.0,,,3.0,288.0
