month, format: day,hour,forecast,풍속,하늘상태,6시간적설,풍향,습도,6시간강수량,강수형태,일최저기온,3시간기온,강수확률,일최고기온
11, 9,200.0,22.0,4.8,3.0,,150.0,80.0,,0.0,,7.0,20.0,
11, 9,200.0,25.0,4.8,3.0,0.0,153.0,65.0,0.0,0.0,,12.0,20.0,
11, 9,200.0,28.0,6.7,4.0,,147.0,65.0,,0.0,,14.0,30.0,
11, 9,200.0,31.0,9.2,4.0,0.0,158.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,200.0,34.0,8.5,4.0,,248.0,95.0,,1.0,,11.0,70.0,
11, 9,200.0,37.0,11.5,4.0,0.0,266.0,90.0,20.0,1.0,,9.0,70.0,
11, 9,200.0,40.0,9.4,4.0,,266.0,95.0,,1.0,,8.0,60.0,
11, 9,200.0,43.0,11.3,4.0,0.0,281.0,90.0,5.0,0.0,,10.0,30.0,
11, 9,200.0,46.0,13.4,1.0,,294.0,80.0,,0.0,,12.0,0.0,
11, 9,200.0,49.0,12.3,3.0,0.0,299.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,200.0,52.0,10.1,3.0,,302.0,60.0,,0.0,,15.0,20.0,
11, 9,200.0,55.0,8.7,3.0,0.0,301.0,70.0,0.0,0.0,,13.0,20.0,
11, 9,200.0,58.0,7.7,1.0,,321.0,75.0,,0.0,,11.0,0.0,
11, 9,200.0,61.0,5.5,1.0,0.0,333.0,85.0,0.0,0.0,,10.0,0.0,
11, 9,500.0,4.0,3.9,1.0,0.0,331.0,75.0,0.0,0.0,4.0,11.0,0.0,15.0
11, 9,500.0,7.0,2.9,1.0,,344.0,100.0,,0.0,8.0,8.0,0.0,15.0
11, 9,500.0,10.0,0.3,1.0,0.0,180.0,100.0,0.0,0.0,,6.0,0.0,
11, 9,500.0,13.0,2.7,1.0,,132.0,100.0,,0.0,,5.0,0.0,
11, 9,500.0,16.0,4.0,3.0,0.0,141.0,95.0,0.0,0.0,,5.0,20.0,
11, 9,500.0,19.0,4.8,3.0,,150.0,80.0,,0.0,,7.0,20.0,
11, 9,500.0,22.0,4.8,3.0,0.0,153.0,65.0,0.0,0.0,,12.0,20.0,
11, 9,500.0,25.0,6.7,4.0,,147.0,65.0,,0.0,,14.0,30.0,
11, 9,500.0,28.0,9.2,4.0,0.0,158.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,500.0,31.0,8.5,4.0,,248.0,95.0,,1.0,,11.0,70.0,
11, 9,500.0,34.0,11.5,4.0,0.0,266.0,90.0,20.0,1.0,,9.0,70.0,
11, 9,500.0,37.0,9.4,4.0,,266.0,95.0,,1.0,,8.0,60.0,
11, 9,500.0,40.0,11.3,4.0,0.0,281.0,90.0,5.0,0.0,,10.0,30.0,
11, 9,500.0,43.0,13.4,1.0,,294.0,80.0,,0.0,,12.0,0.0,
11, 9,500.0,46.0,12.3,3.0,0.0,299.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,500.0,49.0,10.1,3.0,,302.0,60.0,,0.0,,15.0,20.0,
11, 9,500.0,52.0,8.7,3.0,0.0,301.0,70.0,0.0,0.0,,13.0,20.0,
11, 9,500.0,55.0,7.7,1.0,,321.0,75.0,,0.0,,11.0,0.0,
11, 9,500.0,58.0,5.5,1.0,0.0,333.0,85.0,0.0,0.0,,10.0,0.0,
11, 9,800.0,4.0,0.8,1.0,,60.0,90.0,,0.0,4.0,8.0,0.0,15.0
11, 9,800.0,7.0,3.3,1.0,0.0,160.0,95.0,0.0,0.0,8.0,6.0,0.0,15.0
11, 9,800.0,10.0,1.9,1.0,,168.0,100.0,,0.0,,5.0,0.0,
11, 9,800.0,13.0,4.3,3.0,0.0,132.0,90.0,0.0,0.0,,5.0,20.0,
11, 9,800.0,16.0,5.4,3.0,,137.0,75.0,,0.0,,7.0,20.0,
11, 9,800.0,19.0,5.0,3.0,0.0,142.0,55.0,0.0,0.0,,12.0,20.0,
11, 9,800.0,22.0,6.8,4.0,,156.0,65.0,,0.0,,14.0,30.0,
11, 9,800.0,25.0,9.5,4.0,0.0,150.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,800.0,28.0,5.5,4.0,,255.0,95.0,,1.0,,10.0,70.0,
11, 9,800.0,31.0,4.6,4.0,0.0,229.0,100.0,20.0,1.0,,8.0,70.0,
11, 9,800.0,34.0,6.9,4.0,,262.0,100.0,,1.0,,8.0,60.0,
11, 9,800.0,37.0,4.8,4.0,0.0,258.0,95.0,5.0,0.0,,9.0,30.0,
11, 9,800.0,40.0,7.7,1.0,,283.0,90.0,,0.0,,11.0,0.0,
11, 9,800.0,43.0,12.7,3.0,0.0,303.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,800.0,46.0,11.0,3.0,,309.0,65.0,,0.0,,14.0,20.0,
11, 9,800.0,49.0,10.2,3.0,0.0,310.0,75.0,0.0,0.0,,12.0,20.0,
11, 9,800.0,52.0,8.3,1.0,,315.0,80.0,,0.0,,11.0,0.0,
11, 9,800.0,55.0,6.8,1.0,0.0,326.0,80.0,0.0,0.0,,10.0,0.0,
11, 9,1100.0,4.0,3.3,1.0,0.0,160.0,95.0,0.0,0.0,4.0,6.0,0.0,15.0
11, 9,1100.0,7.0,1.9,1.0,,168.0,100.0,,0.0,8.0,5.0,0.0,15.0
11, 9,1100.0,10.0,4.3,3.0,0.0,132.0,90.0,0.0,0.0,,5.0,20.0,
11, 9,1100.0,13.0,5.4,3.0,,137.0,75.0,,0.0,,7.0,20.0,
11, 9,1100.0,16.0,5.0,3.0,0.0,142.0,55.0,0.0,0.0,,12.0,20.0,
11, 9,1100.0,19.0,6.8,4.0,,156.0,65.0,,0.0,,14.0,30.0,
11, 9,1100.0,22.0,9.5,4.0,0.0,150.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,1100.0,25.0,5.5,4.0,,255.0,95.0,,1.0,,10.0,70.0,
11, 9,1100.0,28.0,4.6,4.0,0.0,229.0,100.0,20.0,1.0,,8.0,70.0,
11, 9,1100.0,31.0,6.9,4.0,,262.0,100.0,,1.0,,8.0,60.0,
11, 9,1100.0,34.0,4.8,4.0,0.0,258.0,95.0,5.0,0.0,,9.0,30.0,
11, 9,1100.0,37.0,7.7,1.0,,283.0,90.0,,0.0,,11.0,0.0,
11, 9,1100.0,40.0,12.7,3.0,0.0,303.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,1100.0,43.0,11.0,3.0,,309.0,65.0,,0.0,,14.0,20.0,
11, 9,1100.0,46.0,10.2,3.0,0.0,310.0,75.0,0.0,0.0,,12.0,20.0,
11, 9,1100.0,49.0,8.3,1.0,,315.0,80.0,,0.0,,11.0,0.0,
11, 9,1100.0,52.0,6.8,1.0,0.0,326.0,80.0,0.0,0.0,,10.0,0.0,
11, 9,1400.0,4.0,1.9,1.0,,168.0,100.0,,0.0,4.0,5.0,0.0,15.0
11, 9,1400.0,7.0,4.3,3.0,0.0,132.0,90.0,0.0,0.0,8.0,5.0,20.0,15.0
11, 9,1400.0,10.0,5.4,3.0,,137.0,75.0,,0.0,,7.0,20.0,
11, 9,1400.0,13.0,5.0,3.0,0.0,142.0,55.0,0.0,0.0,,12.0,20.0,
11, 9,1400.0,16.0,6.8,4.0,,156.0,65.0,,0.0,,14.0,30.0,
11, 9,1400.0,19.0,9.5,4.0,0.0,150.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,1400.0,22.0,5.5,4.0,,255.0,95.0,,1.0,,10.0,70.0,
11, 9,1400.0,25.0,4.6,4.0,0.0,229.0,100.0,20.0,1.0,,8.0,70.0,
11, 9,1400.0,28.0,6.9,4.0,,262.0,100.0,,1.0,,8.0,60.0,
11, 9,1400.0,31.0,4.8,4.0,0.0,258.0,95.0,5.0,0.0,,9.0,30.0,
11, 9,1400.0,34.0,7.7,1.0,,283.0,90.0,,0.0,,11.0,0.0,
11, 9,1400.0,37.0,12.7,3.0,0.0,303.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,1400.0,40.0,11.0,3.0,,309.0,65.0,,0.0,,14.0,20.0,
11, 9,1400.0,43.0,10.2,3.0,0.0,310.0,75.0,0.0,0.0,,12.0,20.0,
11, 9,1400.0,46.0,8.3,1.0,,315.0,80.0,,0.0,,11.0,0.0,
11, 9,1400.0,49.0,6.8,1.0,0.0,326.0,80.0,0.0,0.0,,10.0,0.0,
11, 9,1700.0,4.0,4.3,3.0,0.0,132.0,90.0,0.0,0.0,4.0,5.0,20.0,15.0
11, 9,1700.0,7.0,5.4,3.0,,137.0,75.0,,0.0,8.0,7.0,20.0,15.0
11, 9,1700.0,10.0,5.0,3.0,0.0,142.0,55.0,0.0,0.0,,12.0,20.0,
11, 9,1700.0,13.0,6.8,4.0,,156.0,65.0,,0.0,,14.0,30.0,
11, 9,1700.0,16.0,9.5,4.0,0.0,150.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,1700.0,19.0,5.5,4.0,,255.0,95.0,,1.0,,10.0,70.0,
11, 9,1700.0,22.0,4.6,4.0,0.0,229.0,100.0,20.0,1.0,,8.0,70.0,
11, 9,1700.0,25.0,6.9,4.0,,262.0,100.0,,1.0,,8.0,60.0,
11, 9,1700.0,28.0,4.8,4.0,0.0,258.0,95.0,5.0,0.0,,9.0,30.0,
11, 9,1700.0,31.0,7.7,1.0,,283.0,90.0,,0.0,,11.0,0.0,
11, 9,1700.0,34.0,12.7,3.0,0.0,303.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,1700.0,37.0,11.0,3.0,,309.0,65.0,,0.0,,14.0,20.0,
11, 9,1700.0,40.0,10.2,3.0,0.0,310.0,75.0,0.0,0.0,,12.0,20.0,
11, 9,1700.0,43.0,8.3,1.0,,315.0,80.0,,0.0,,11.0,0.0,
11, 9,1700.0,46.0,6.8,1.0,0.0,326.0,80.0,0.0,0.0,,10.0,0.0,
11, 9,2000.0,4.0,2.2,3.0,,156.0,75.0,,0.0,8.0,7.0,20.0,15.0
11, 9,2000.0,7.0,3.1,3.0,0.0,161.0,50.0,0.0,0.0,6.0,13.0,20.0,15.0
11, 9,2000.0,10.0,4.1,4.0,,166.0,55.0,,0.0,,14.0,30.0,14.0
11, 9,2000.0,13.0,3.8,4.0,0.0,173.0,80.0,0.0,0.0,,12.0,30.0,
11, 9,2000.0,16.0,2.5,4.0,,225.0,90.0,,1.0,,11.0,80.0,
11, 9,2000.0,19.0,2.9,4.0,0.0,250.0,95.0,40.0,1.0,,9.0,80.0,
11, 9,2000.0,22.0,3.0,4.0,,268.0,95.0,,1.0,,8.0,60.0,
11, 9,2000.0,25.0,3.1,4.0,0.0,283.0,90.0,5.0,1.0,,10.0,60.0,
11, 9,2000.0,28.0,3.4,3.0,,300.0,90.0,,0.0,,12.0,20.0,
11, 9,2000.0,31.0,4.5,3.0,0.0,305.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,2000.0,34.0,4.7,3.0,,305.0,65.0,,0.0,,14.0,20.0,
11, 9,2000.0,37.0,3.6,4.0,0.0,308.0,70.0,0.0,0.0,,12.0,30.0,
11, 9,2000.0,40.0,2.8,1.0,,316.0,75.0,,0.0,,11.0,0.0,
11, 9,2000.0,43.0,2.4,1.0,0.0,327.0,80.0,0.0,0.0,,9.0,0.0,
11, 9,2000.0,46.0,2.0,1.0,,333.0,85.0,,0.0,,8.0,0.0,
11, 9,2000.0,49.0,1.9,1.0,0.0,344.0,90.0,0.0,0.0,,7.0,0.0,
11, 9,2000.0,52.0,1.6,3.0,,342.0,90.0,,0.0,,9.0,20.0,
11, 9,2000.0,55.0,1.5,3.0,0.0,293.0,60.0,0.0,0.0,,13.0,20.0,
11, 9,2000.0,58.0,2.3,3.0,,311.0,55.0,,0.0,,14.0,20.0,
11, 9,2000.0,61.0,1.4,3.0,0.0,348.0,85.0,0.0,0.0,,11.0,20.0,
11, 9,2000.0,64.0,1.2,1.0,,99.0,100.0,,0.0,,8.0,0.0,
11, 9,2000.0,67.0,1.5,1.0,0.0,157.0,100.0,0.0,0.0,,6.0,0.0,
11, 9,2300.0,4.0,3.1,3.0,0.0,161.0,50.0,0.0,0.0,8.0,13.0,20.0,15.0
11, 9,2300.0,7.0,4.1,4.0,,166.0,55.0,,0.0,6.0,14.0,30.0,15.0
11, 9,2300.0,10.0,3.8,4.0,0.0,173.0,80.0,0.0,0.0,,12.0,30.0,14.0
11, 9,2300.0,13.0,2.5,4.0,,225.0,90.0,,1.0,,11.0,80.0,
11, 9,2300.0,16.0,2.9,4.0,0.0,250.0,95.0,40.0,1.0,,9.0,80.0,
11, 9,2300.0,19.0,3.0,4.0,,268.0,95.0,,1.0,,8.0,60.0,
11, 9,2300.0,22.0,3.1,4.0,0.0,283.0,90.0,5.0,1.0,,10.0,60.0,
11, 9,2300.0,25.0,3.4,3.0,,300.0,90.0,,0.0,,12.0,20.0,
11, 9,2300.0,28.0,4.5,3.0,0.0,305.0,70.0,0.0,0.0,,14.0,20.0,
11, 9,2300.0,31.0,4.7,3.0,,305.0,65.0,,0.0,,14.0,20.0,
11, 9,2300.0,34.0,3.6,4.0,0.0,308.0,70.0,0.0,0.0,,12.0,30.0,
11, 9,2300.0,37.0,2.8,1.0,,316.0,75.0,,0.0,,11.0,0.0,
11, 9,2300.0,40.0,2.4,1.0,0.0,327.0,80.0,0.0,0.0,,9.0,0.0,
11, 9,2300.0,43.0,2.0,1.0,,333.0,85.0,,0.0,,8.0,0.0,
11, 9,2300.0,46.0,1.9,1.0,0.0,344.0,90.0,0.0,0.0,,7.0,0.0,
11, 9,2300.0,49.0,1.6,3.0,,342.0,90.0,,0.0,,9.0,20.0,
11, 9,2300.0,52.0,1.5,3.0,0.0,293.0,60.0,0.0,0.0,,13.0,20.0,
11, 9,2300.0,55.0,2.3,3.0,,311.0,55.0,,0.0,,14.0,20.0,
11, 9,2300.0,58.0,1.4,3.0,0.0,348.0,85.0,0.0,0.0,,11.0,20.0,
11, 9,2300.0,61.0,1.2,1.0,,99.0,100.0,,0.0,,8.0,0.0,
11, 9,2300.0,64.0,1.5,1.0,0.0,157.0,100.0,0.0,0.0,,6.0,0.0,
12, 1,200.0,4.0,2.1,4.0,,37.0,95.0,,1.0,2.0,6.0,60.0,7.0
12, 1,200.0,7.0,2.0,4.0,0.0,15.0,95.0,5.0,1.0,-1.0,5.0,60.0,5.0
12, 1,200.0,10.0,1.8,4.0,,351.0,90.0,,1.0,,4.0,60.0,7.0
12, 1,200.0,13.0,2.6,4.0,0.0,329.0,85.0,5.0,1.0,,3.0,70.0,
12, 1,200.0,16.0,3.0,4.0,,320.0,70.0,,0.0,,3.0,30.0,
12, 1,200.0,19.0,3.3,4.0,0.0,321.0,60.0,0.0,0.0,,3.0,30.0,
12, 1,200.0,22.0,3.5,4.0,,323.0,60.0,,0.0,,3.0,30.0,
12, 1,200.0,25.0,8.0,4.0,0.0,319.0,50.0,0.0,0.0,,4.0,30.0,
12, 1,200.0,28.0,8.0,4.0,,312.0,55.0,,0.0,,4.0,30.0,
12, 1,200.0,31.0,4.1,1.0,0.0,308.0,60.0,0.0,0.0,,2.0,0.0,
12, 1,200.0,34.0,3.3,4.0,,311.0,55.0,,0.0,,1.0,30.0,
12, 1,200.0,37.0,2.8,4.0,0.0,302.0,60.0,0.0,0.0,,1.0,30.0,
12, 1,200.0,40.0,2.8,4.0,,308.0,70.0,,0.0,,1.0,30.0,
12, 1,200.0,43.0,2.6,4.0,0.0,317.0,80.0,0.0,0.0,,0.0,30.0,
12, 1,200.0,46.0,2.8,4.0,,311.0,85.0,,3.0,,2.0,60.0,
12, 1,200.0,49.0,3.5,4.0,5.0,315.0,70.0,5.0,3.0,,7.0,60.0,
12, 1,200.0,52.0,4.0,4.0,,321.0,75.0,,3.0,,5.0,60.0,
12, 1,200.0,55.0,2.9,3.0,1.0,322.0,60.0,1.0,0.0,,3.0,20.0,
12, 1,200.0,58.0,2.4,1.0,,327.0,60.0,,0.0,,1.0,0.0,
12, 1,200.0,61.0,2.2,1.0,0.0,336.0,65.0,0.0,0.0,,0.0,0.0,
12, 1,500.0,4.0,2.0,4.0,0.0,15.0,95.0,5.0,1.0,2.0,5.0,60.0,5.0
12, 1,500.0,7.0,1.8,4.0,,351.0,90.0,,1.0,-1.0,4.0,60.0,7.0
12, 1,500.0,10.0,2.6,4.0,0.0,329.0,85.0,5.0,1.0,,3.0,70.0,
12, 1,500.0,13.0,3.0,4.0,,320.0,70.0,,0.0,,3.0,30.0,
12, 1,500.0,16.0,3.3,4.0,0.0,321.0,60.0,0.0,0.0,,3.0,30.0,
12, 1,500.0,19.0,3.5,4.0,,323.0,60.0,,0.0,,3.0,30.0,
12, 1,500.0,22.0,8.0,4.0,0.0,319.0,50.0,0.0,0.0,,4.0,30.0,
12, 1,500.0,25.0,8.0,4.0,,312.0,55.0,,0.0,,4.0,30.0,
12, 1,500.0,28.0,4.1,1.0,0.0,308.0,60.0,0.0,0.0,,2.0,0.0,
12, 1,500.0,31.0,3.3,4.0,,311.0,55.0,,0.0,,1.0,30.0,
12, 1,500.0,34.0,2.8,4.0,0.0,302.0,60.0,0.0,0.0,,1.0,30.0,
12, 1,500.0,37.0,2.8,4.0,,308.0,70.0,,0.0,,1.0,30.0,
12, 1,500.0,40.0,2.6,4.0,0.0,317.0,80.0,0.0,0.0,,0.0,30.0,
12, 1,500.0,43.0,2.8,4.0,,311.0,85.0,,3.0,,2.0,60.0,
12, 1,500.0,46.0,3.5,4.0,5.0,315.0,70.0,5.0,3.0,,7.0,60.0,
12, 1,500.0,49.0,4.0,4.0,,321.0,75.0,,3.0,,5.0,60.0,
12, 1,500.0,52.0,2.9,3.0,1.0,322.0,60.0,1.0,0.0,,3.0,20.0,
12, 1,500.0,55.0,2.4,1.0,,327.0,60.0,,0.0,,1.0,0.0,
12, 1,500.0,58.0,2.2,1.0,0.0,336.0,65.0,0.0,0.0,,0.0,0.0,
12, 1,800.0,4.0,2.0,4.0,,6.0,95.0,,1.0,2.0,4.0,60.0,4.0
12, 1,800.0,7.0,2.4,4.0,0.0,336.0,85.0,5.0,0.0,-2.0,3.0,30.0,7.0
12, 1,800.0,10.0,2.9,4.0,,324.0,70.0,,0.0,,3.0,30.0,
12, 1,800.0,13.0,2.9,4.0,0.0,319.0,65.0,0.0,0.0,,3.0,30.0,
12, 1,800.0,16.0,3.1,4.0,,324.0,50.0,,0.0,,3.0,30.0,
12, 1,800.0,19.0,8.0,3.0,0.0,319.0,45.0,0.0,0.0,,4.0,20.0,
12, 1,800.0,22.0,8.0,4.0,,311.0,65.0,,0.0,,3.0,30.0,
12, 1,800.0,25.0,4.0,3.0,0.0,310.0,55.0,0.0,0.0,,2.0,20.0,
12, 1,800.0,28.0,3.3,4.0,,313.0,65.0,,0.0,,1.0,30.0,
12, 1,800.0,31.0,2.5,4.0,0.0,312.0,75.0,0.0,0.0,,0.0,30.0,
12, 1,800.0,34.0,2.1,4.0,,329.0,80.0,,0.0,,-1.0,30.0,
12, 1,800.0,37.0,1.8,4.0,0.0,333.0,90.0,0.0,0.0,,-2.0,30.0,
12, 1,800.0,40.0,1.8,4.0,,311.0,90.0,,3.0,,-1.0,60.0,
12, 1,800.0,43.0,2.8,4.0,5.0,293.0,80.0,5.0,3.0,,5.0,60.0,
12, 1,800.0,46.0,4.0,4.0,,302.0,65.0,,2.0,,6.0,60.0,
12, 1,800.0,49.0,2.9,4.0,1.0,308.0,75.0,1.0,0.0,,4.0,30.0,
12, 1,800.0,52.0,2.3,3.0,,310.0,65.0,,0.0,,2.0,20.0,
12, 1,800.0,55.0,2.1,3.0,0.0,311.0,65.0,0.0,0.0,,2.0,20.0,
12, 1,1100.0,4.0,2.4,4.0,0.0,336.0,85.0,0.0,0.0,2.0,3.0,30.0,4.0
12, 1,1100.0,7.0,2.9,4.0,,324.0,70.0,,0.0,-2.0,3.0,30.0,7.0
12, 1,1100.0,10.0,2.9,4.0,0.0,319.0,65.0,0.0,0.0,,3.0,30.0,
12, 1,1100.0,13.0,3.1,4.0,,324.0,50.0,,0.0,,3.0,30.0,
12, 1,1100.0,16.0,8.0,3.0,0.0,319.0,45.0,0.0,0.0,,4.0,20.0,
12, 1,1100.0,19.0,8.0,4.0,,311.0,65.0,,0.0,,3.0,30.0,
12, 1,1100.0,22.0,4.0,3.0,0.0,310.0,55.0,0.0,0.0,,2.0,20.0,
12, 1,1100.0,25.0,3.3,4.0,,313.0,65.0,,0.0,,1.0,30.0,
12, 1,1100.0,28.0,2.5,4.0,0.0,312.0,75.0,0.0,0.0,,0.0,30.0,
12, 1,1100.0,31.0,2.1,4.0,,329.0,80.0,,0.0,,-1.0,30.0,
12, 1,1100.0,34.0,1.8,4.0,0.0,333.0,90.0,0.0,0.0,,-2.0,30.0,
12, 1,1100.0,37.0,1.8,4.0,,311.0,90.0,,3.0,,-1.0,60.0,
12, 1,1100.0,40.0,2.8,4.0,5.0,293.0,80.0,5.0,3.0,,5.0,60.0,
12, 1,1100.0,43.0,4.0,4.0,,302.0,65.0,,2.0,,6.0,60.0,
12, 1,1100.0,46.0,2.9,4.0,1.0,308.0,75.0,1.0,0.0,,4.0,30.0,
12, 1,1100.0,49.0,2.3,3.0,,310.0,65.0,,0.0,,2.0,20.0,
12, 1,1100.0,52.0,2.1,3.0,0.0,311.0,65.0,0.0,0.0,,2.0,20.0,
12, 1,1400.0,4.0,2.9,4.0,,324.0,70.0,,0.0,2.0,3.0,30.0,4.0
12, 1,1400.0,7.0,2.9,4.0,0.0,319.0,65.0,0.0,0.0,-2.0,3.0,30.0,7.0
12, 1,1400.0,10.0,3.1,4.0,,324.0,50.0,,0.0,,3.0,30.0,
12, 1,1400.0,13.0,8.0,3.0,0.0,319.0,45.0,0.0,0.0,,4.0,20.0,
12, 1,1400.0,16.0,8.0,4.0,,311.0,65.0,,0.0,,3.0,30.0,
12, 1,1400.0,19.0,4.0,3.0,0.0,310.0,55.0,0.0,0.0,,2.0,20.0,
12, 1,1400.0,22.0,3.3,4.0,,313.0,65.0,,0.0,,1.0,30.0,
12, 1,1400.0,25.0,2.5,4.0,0.0,312.0,75.0,0.0,0.0,,0.0,30.0,
12, 1,1400.0,28.0,2.1,4.0,,329.0,80.0,,0.0,,-1.0,30.0,
12, 1,1400.0,31.0,1.8,4.0,0.0,333.0,90.0,0.0,0.0,,-2.0,30.0,
12, 1,1400.0,34.0,1.8,4.0,,311.0,90.0,,3.0,,-1.0,60.0,
12, 1,1400.0,37.0,2.8,4.0,5.0,293.0,80.0,5.0,3.0,,5.0,60.0,
12, 1,1400.0,40.0,4.0,4.0,,302.0,65.0,,2.0,,6.0,60.0,
12, 1,1400.0,43.0,2.9,4.0,1.0,308.0,75.0,1.0,0.0,,4.0,30.0,
12, 1,1400.0,46.0,2.3,3.0,,310.0,65.0,,0.0,,2.0,20.0,
12, 1,1400.0,49.0,2.1,3.0,0.0,311.0,65.0,0.0,0.0,,2.0,20.0,
12, 1,1700.0,4.0,2.9,4.0,0.0,319.0,65.0,0.0,0.0,2.0,3.0,30.0,4.0
12, 1,1700.0,7.0,3.1,4.0,,324.0,50.0,,0.0,-2.0,3.0,30.0,7.0
12, 1,1700.0,10.0,8.0,3.0,0.0,319.0,45.0,0.0,0.0,,4.0,20.0,
12, 1,1700.0,13.0,8.0,4.0,,311.0,65.0,,0.0,,3.0,30.0,
12, 1,1700.0,16.0,4.0,3.0,0.0,310.0,55.0,0.0,0.0,,2.0,20.0,
12, 1,1700.0,19.0,3.3,4.0,,313.0,65.0,,0.0,,1.0,30.0,
12, 1,1700.0,22.0,2.5,4.0,0.0,312.0,75.0,0.0,0.0,,0.0,30.0,
12, 1,1700.0,25.0,2.1,4.0,,329.0,80.0,,0.0,,-1.0,30.0,
12, 1,1700.0,28.0,1.8,4.0,0.0,333.0,90.0,0.0,0.0,,-2.0,30.0,
12, 1,1700.0,31.0,1.8,4.0,,311.0,90.0,,3.0,,-1.0,60.0,
12, 1,1700.0,34.0,2.8,4.0,5.0,293.0,80.0,5.0,3.0,,5.0,60.0,
12, 1,1700.0,37.0,4.0,4.0,,302.0,65.0,,2.0,,6.0,60.0,
12, 1,1700.0,40.0,2.9,4.0,1.0,308.0,75.0,1.0,0.0,,4.0,30.0,
12, 1,1700.0,43.0,2.3,3.0,,310.0,65.0,,0.0,,2.0,20.0,
12, 1,1700.0,46.0,2.1,3.0,0.0,311.0,65.0,0.0,0.0,,2.0,20.0,
12, 1,2000.0,4.0,7.8,4.0,,319.0,65.0,,0.0,-4.0,2.0,30.0,4.0
12, 1,2000.0,7.0,8.6,3.0,0.0,314.0,55.0,0.0,0.0,-1.0,3.0,20.0,5.0
12, 1,2000.0,10.0,10.5,4.0,,305.0,60.0,,0.0,,3.0,30.0,8.0
12, 1,2000.0,13.0,10.2,3.0,0.0,309.0,55.0,0.0,0.0,,1.0,20.0,
12, 1,2000.0,16.0,8.3,4.0,,310.0,65.0,,0.0,,1.0,30.0,
12, 1,2000.0,19.0,7.4,4.0,1.0,318.0,85.0,1.0,3.0,,-1.0,60.0,
12, 1,2000.0,22.0,6.2,4.0,,329.0,95.0,,3.0,,-2.0,60.0,
12, 1,2000.0,25.0,4.1,4.0,5.0,329.0,90.0,5.0,3.0,,-2.0,60.0,
12, 1,2000.0,28.0,3.6,4.0,,302.0,90.0,,3.0,,-2.0,60.0,
12, 1,2000.0,31.0,5.7,4.0,5.0,301.0,80.0,5.0,3.0,,1.0,60.0,
12, 1,2000.0,34.0,6.1,4.0,,301.0,80.0,,2.0,,2.0,60.0,
12, 1,2000.0,37.0,5.4,4.0,1.0,294.0,85.0,1.0,0.0,,1.0,30.0,
12, 1,2000.0,40.0,4.7,3.0,,295.0,90.0,,0.0,,2.0,20.0,
12, 1,2000.0,43.0,3.9,3.0,0.0,305.0,95.0,0.0,0.0,,2.0,20.0,
12, 1,2000.0,46.0,3.3,3.0,,309.0,95.0,,0.0,,1.0,20.0,
12, 1,2000.0,49.0,2.7,4.0,0.0,326.0,95.0,0.0,0.0,,0.0,30.0,
12, 1,2000.0,52.0,2.8,4.0,,343.0,90.0,,0.0,,2.0,30.0,
12, 1,2000.0,55.0,3.6,1.0,0.0,344.0,75.0,0.0,0.0,,6.0,0.0,
12, 1,2000.0,58.0,3.6,3.0,,333.0,65.0,,0.0,,7.0,20.0,
12, 1,2000.0,61.0,3.0,3.0,0.0,320.0,75.0,0.0,0.0,,5.0,20.0,
12, 1,2000.0,64.0,3.2,4.0,,305.0,70.0,,0.0,,5.0,30.0,
12, 1,2000.0,67.0,4.2,4.0,0.0,314.0,65.0,0.0,0.0,,2.0,30.0,
12, 1,2300.0,4.0,8.6,3.0,0.0,314.0,55.0,0.0,0.0,-4.0,3.0,20.0,4.0
12, 1,2300.0,7.0,10.5,4.0,,305.0,60.0,,0.0,-1.0,3.0,30.0,5.0
12, 1,2300.0,10.0,10.2,3.0,0.0,309.0,55.0,0.0,0.0,,1.0,20.0,8.0
12, 1,2300.0,13.0,8.3,4.0,,310.0,65.0,,0.0,,1.0,30.0,
12, 1,2300.0,16.0,7.4,4.0,1.0,318.0,85.0,1.0,3.0,,-1.0,60.0,
12, 1,2300.0,19.0,6.2,4.0,,329.0,95.0,,3.0,,-2.0,60.0,
12, 1,2300.0,22.0,4.1,4.0,5.0,329.0,90.0,5.0,3.0,,-2.0,60.0,
12, 1,2300.0,25.0,3.6,4.0,,302.0,90.0,,3.0,,-2.0,60.0,
12, 1,2300.0,28.0,5.7,4.0,5.0,301.0,80.0,5.0,3.0,,1.0,60.0,
12, 1,2300.0,31.0,6.1,4.0,,301.0,80.0,,2.0,,2.0,60.0,
12, 1,2300.0,34.0,5.4,4.0,1.0,294.0,85.0,1.0,0.0,,1.0,30.0,
12, 1,2300.0,37.0,4.7,3.0,,295.0,90.0,,0.0,,2.0,20.0,
